planet_name,jwst_instrument,jwst_filter,jwst_dispersion,type,num_obs,jwst_cycle,pid,eap_months,radius_rearth,mass_mearth,period_day,sma_au,eq-temp_kelvin,host_name,system_p-num,system_s-num,system-distance_pc,star-teff_kelvin,star-radius_rsol,star-mass_msol,star-log10-lbol_lsol,star-age_ga,star-rotvel_kms
GJ 357 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2512,0,1.2,1.84,3.9306,0.036,518.0,GJ 357,3.0,1.0,9.44181,3505.0,0.34,0.34,-1.798,,2.0
GJ 367 b,MIRI / LRS,-,-,Phase Curve,1,1,2508,12,0.699,0.633,0.3219225,0.00709,1365.0,GJ 367,3.0,1.0,9.41263,3522.0,0.46,0.46,-1.539,,
GJ 436 b,MIRI / LRS,-,-,Eclipse,2,1,1177,12,4.17,22.1,2.64388312,0.0291,686.0,GJ 436,1.0,1.0,9.75321,3586.11,0.46,0.47,-1.585,6.0,0.33
GJ 436 b,NIRCam / GTS,F322W2,GRISM,Eclipse,3,1,1185,12,4.17,22.1,2.64388312,0.0291,686.0,GJ 436,1.0,1.0,9.75321,3586.11,0.46,0.47,-1.585,6.0,0.33
GJ 436 b,NIRCam / GTS,F444W,GRISM,Eclipse,3,1,1185,12,4.17,22.1,2.64388312,0.0291,686.0,GJ 436,1.0,1.0,9.75321,3586.11,0.46,0.47,-1.585,6.0,0.33
GJ 486 b,MIRI / LRS,-,-,Eclipse,2,1,1743,12,1.289,2.77,1.46712127,0.01714,696.3,GJ 486,1.0,1.0,8.07426,3317.0,0.32,0.31,-1.939,4.0,2.0
GJ 486 b,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,1981,0,1.289,2.77,1.46712127,0.01714,696.3,GJ 486,1.0,1.0,8.07426,3317.0,0.32,0.31,-1.939,4.0,2.0
HAT-P-1 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1201,12,14.785,166.86075,4.46529976,0.05561,1322.0,HAT-P-1,1.0,2.0,158.979,5980.0,1.17,1.15,0.225,3.6,2.2
HAT-P-1 b,NIRISS / SOSS,-,GR700XD,Eclipse,1,1,1201,12,14.785,166.86075,4.46529976,0.05561,1322.0,HAT-P-1,1.0,2.0,158.979,5980.0,1.17,1.15,0.225,3.6,2.2
HAT-P-12 b,MIRI / LRS,-,-,Transit,1,1,1281,12,10.749,67.059,3.2130598,0.0384,963.0,HAT-P-12,1.0,1.0,142.751,4650.0,0.7,0.73,-0.678,2.5,0.5
HAT-P-12 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1281,12,10.749,67.059,3.2130598,0.0384,963.0,HAT-P-12,1.0,1.0,142.751,4650.0,0.7,0.73,-0.678,2.5,0.5
HAT-P-12 b,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,1281,12,10.749,67.059,3.2130598,0.0384,963.0,HAT-P-12,1.0,1.0,142.751,4650.0,0.7,0.73,-0.678,2.5,0.5
HAT-P-26 b,MIRI / LRS,-,-,Transit,1,1,1177,12,7.062,22.2481,4.23452,0.0479,1001.0,HAT-P-26,1.0,1.0,141.837,5079.0,0.87,1.12,-0.359,9.0,1.8
HAT-P-26 b,MIRI / LRS,-,-,Eclipse,1,1,1312,12,7.062,22.2481,4.23452,0.0479,1001.0,HAT-P-26,1.0,1.0,141.837,5079.0,0.87,1.12,-0.359,9.0,1.8
HAT-P-26 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1312,12,7.062,22.2481,4.23452,0.0479,1001.0,HAT-P-26,1.0,1.0,141.837,5079.0,0.87,1.12,-0.359,9.0,1.8
HAT-P-26 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,1312,12,7.062,22.2481,4.23452,0.0479,1001.0,HAT-P-26,1.0,1.0,141.837,5079.0,0.87,1.12,-0.359,9.0,1.8
HAT-P-26 b,NIRSpec / BOTS,F290LP,G395H,Eclipse,1,1,1312,12,7.062,22.2481,4.23452,0.0479,1001.0,HAT-P-26,1.0,1.0,141.837,5079.0,0.87,1.12,-0.359,9.0,1.8
HATS-72 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,2594,12,8.097,39.85588,7.3279474,0.066517,739.3,HATS-72,1.0,1.0,127.589,4656.1,0.72,0.73,-0.659,12.17,0.8
HATS-72 b,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,2594,12,8.097,39.85588,7.3279474,0.066517,739.3,HATS-72,1.0,1.0,127.589,4656.1,0.72,0.73,-0.659,12.17,0.8
HD 149026 b,NIRCam / GTS,F444W,GRISM,Eclipse,1,1,1274,12,8.295,120.7754,2.87589,0.04364,1626.0,HD 149026,1.0,1.0,75.8643,6179.0,1.41,1.42,0.48,2.6,6.0
HD 149026 b,NIRCam / GTS,F322W2,GRISM,Eclipse,1,1,1274,12,8.295,120.7754,2.87589,0.04364,1626.0,HD 149026,1.0,1.0,75.8643,6179.0,1.41,1.42,0.48,2.6,6.0
HD 15337 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2512,0,1.64,7.51,4.75615,0.0522,1001.0,HD 15337,2.0,1.0,44.8155,5125.0,0.86,0.9,-0.326,5.1,1.0
HD 15337 c,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,2.39,8.11,17.1784,0.1268,642.0,HD 15337,2.0,1.0,44.8155,5125.0,0.86,0.9,-0.326,5.1,1.0
HD 189733 b,NIRCam / GTS,F444W,GRISM,Eclipse,1,1,1185,12,12.666,359.1479,2.21857567,0.03126,1209.0,HD 189733,1.0,2.0,19.7638,5052.0,0.75,0.83,-0.46,1.4,3.5
HD 189733 b,NIRCam / GTS,F322W2,GRISM,Eclipse,1,1,1274,12,12.666,359.1479,2.21857567,0.03126,1209.0,HD 189733,1.0,2.0,19.7638,5052.0,0.75,0.83,-0.46,1.4,3.5
HD 189733 b,MIRI / MRS,SHORT,-,Transit,1,1,1633,12,12.666,359.1479,2.21857567,0.03126,1209.0,HD 189733,1.0,2.0,19.7638,5052.0,0.75,0.83,-0.46,1.4,3.5
HD 189733 b,MIRI / MRS,MEDIUM,-,Transit,1,1,1633,12,12.666,359.1479,2.21857567,0.03126,1209.0,HD 189733,1.0,2.0,19.7638,5052.0,0.75,0.83,-0.46,1.4,3.5
HD 189733 b,MIRI / MRS,LONG,-,Transit,1,1,1633,12,12.666,359.1479,2.21857567,0.03126,1209.0,HD 189733,1.0,2.0,19.7638,5052.0,0.75,0.83,-0.46,1.4,3.5
HD 189733 b,NIRCam / GTS,F322W2,GRISM,Transit,1,1,1633,12,12.666,359.1479,2.21857567,0.03126,1209.0,HD 189733,1.0,2.0,19.7638,5052.0,0.75,0.83,-0.46,1.4,3.5
HD 189733 b,NIRCam / GTS,F444W,GRISM,Transit,1,1,1633,12,12.666,359.1479,2.21857567,0.03126,1209.0,HD 189733,1.0,2.0,19.7638,5052.0,0.75,0.83,-0.46,1.4,3.5
HD 189733 b,MIRI / LRS,-,-,Transit,1,1,2001,12,12.666,359.1479,2.21857567,0.03126,1209.0,HD 189733,1.0,2.0,19.7638,5052.0,0.75,0.83,-0.46,1.4,3.5
HD 189733 b,MIRI / LRS,-,-,Eclipse,2,1,2021,12,12.666,359.1479,2.21857567,0.03126,1209.0,HD 189733,1.0,2.0,19.7638,5052.0,0.75,0.83,-0.46,1.4,3.5
HD 209458 b,NIRCam / GTS,F322W2,GRISM,Eclipse,1,1,1274,12,15.581,232.0159,3.52474859,0.04707,1459.0,HD 209458,1.0,1.0,48.3016,6091.0,1.18,1.13,0.232,3.1,4.4
HD 209458 b,NIRCam / GTS,F444W,GRISM,Eclipse,1,1,1274,12,15.581,232.0159,3.52474859,0.04707,1459.0,HD 209458,1.0,1.0,48.3016,6091.0,1.18,1.13,0.232,3.1,4.4
HD 209458 b,MIRI / LRS,-,-,Transit,1,1,2667,12,15.581,232.0159,3.52474859,0.04707,1459.0,HD 209458,1.0,1.0,48.3016,6091.0,1.18,1.13,0.232,3.1,4.4
HD 80606 b,MIRI / LRS,-,-,Phase Curve,1,1,2008,12,11.994,1392.0954,111.4367,0.4565,405.0,HD 80606,1.0,2.0,66.4711,5561.0,1.04,1.15,-0.002,5.9,1.8
HD 80606 b,NIRSpec / BOTS,F290LP,G395H,Eclipse,1,1,2488,12,11.994,1392.0954,111.4367,0.4565,405.0,HD 80606,1.0,2.0,66.4711,5561.0,1.04,1.15,-0.002,5.9,1.8
HIP 67522 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2498,12,9.987,71.4,6.9594731,0.0748,1175.0,HIP 67522,2.0,1.0,127.28,5675.0,1.38,1.22,0.243,0.017,54.2
K2-141 b,NIRSpec / BOTS,F290LP,G395H,Phase Curve,1,1,2159,12,1.51,4.97,0.2803244,0.00747,2103.0,K2-141,2.0,1.0,61.8736,4570.0,0.68,0.71,-0.75,6.3,3.0
K2-141 b,MIRI / LRS,-,-,Phase Curve,1,1,2347,12,1.51,4.97,0.2803244,0.00747,2103.0,K2-141,2.0,1.0,61.8736,4570.0,0.68,0.71,-0.75,6.3,3.0
K2-18 b,NIRSpec / BOTS,F290LP,G395H,Transit,4,1,2372,12,2.37,8.92,32.939623,0.1429,284.0,K2-18,2.0,1.0,38.0266,3457.0,0.44,0.5,-1.597,,
K2-18 b,NIRSpec / BOTS,F170LP,G235H,Transit,2,1,2372,12,2.37,8.92,32.939623,0.1429,284.0,K2-18,2.0,1.0,38.0266,3457.0,0.44,0.5,-1.597,,
K2-18 b,MIRI / LRS,-,-,Transit,1,1,2722,12,2.37,8.92,32.939623,0.1429,284.0,K2-18,2.0,1.0,38.0266,3457.0,0.44,0.5,-1.597,,
K2-18 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,2722,12,2.37,8.92,32.939623,0.1429,284.0,K2-18,2.0,1.0,38.0266,3457.0,0.44,0.5,-1.597,,
K2-18 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2722,12,2.37,8.92,32.939623,0.1429,284.0,K2-18,2.0,1.0,38.0266,3457.0,0.44,0.5,-1.597,,
Kepler-51 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,1,2454,12,7.1,2.1,45.154,0.2514,543.0,Kepler-51,4.0,1.0,783.831,6018.0,0.94,1.04,-0.142,0.3,
Kepler-51 d,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,1,2571,12,9.7,7.6,130.194,0.509,381.0,Kepler-51,4.0,1.0,783.831,6018.0,0.94,1.04,-0.142,0.3,
L 168-9 b,NIRSpec / BOTS,F290LP,G395H,Transit,3,1,2512,0,1.63,4.07,1.40152604,0.0208,998.0,L 168-9,1.0,1.0,25.1496,3842.0,0.6,0.59,-1.097,,
L 98-59 c,NIRISS / SOSS,-,GR700XD,Transit,1,1,1201,12,1.385,2.22,3.6906777,0.0304,553.0,L 98-59,4.0,1.0,10.6194,3415.0,0.3,0.27,-1.948,0.8,0.0
L 98-59 c,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,1.385,2.22,3.6906777,0.0304,553.0,L 98-59,4.0,1.0,10.6194,3415.0,0.3,0.27,-1.948,0.8,0.0
L 98-59 d,NIRISS / SOSS,-,GR700XD,Transit,1,1,1201,12,1.521,1.94,7.4507245,0.0486,416.0,L 98-59,4.0,1.0,10.6194,3415.0,0.3,0.27,-1.948,0.8,0.0
L 98-59 d,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,1224,12,1.521,1.94,7.4507245,0.0486,416.0,L 98-59,4.0,1.0,10.6194,3415.0,0.3,0.27,-1.948,0.8,0.0
LHS 1140 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2334,12,1.73,5.6,24.73723,0.0946,226.0,LHS 1140,2.0,1.0,14.9861,3096.0,0.22,0.18,-2.42,5.0,
LHS 1140 b,NIRSpec / BOTS,F170LP,G235H,Transit,1,1,2334,12,1.73,5.6,24.73723,0.0946,226.0,LHS 1140,2.0,1.0,14.9861,3096.0,0.22,0.18,-2.42,5.0,
LHS 3844 b,MIRI / LRS,-,-,Eclipse,3,1,1846,12,1.303,2.25,0.46292913,0.00622,805.0,LHS 3844,1.0,1.0,14.8846,3036.0,0.19,0.15,-2.565,,
LHS 475 b,NIRSpec / BOTS,F290LP,G395H,Transit,3,1,1981,0,0.991,0.941,2.029088,0.02037,586.0,LHS 475,1.0,1.0,12.4814,3300.0,0.28,0.26,-2.064,,
LP 791-18 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,1,1201,12,1.212,1.94,0.9479981,0.00978,564.3,LP 791-18,3.0,1.0,26.4927,2960.0,0.18,0.14,-2.638,0.5,2.0
LTT 1445 A b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2512,0,1.18,2.73,5.35876,0.022,555.0,LTT 1445 A,2.0,3.0,6.86929,3340.0,0.27,0.26,-2.046,,3.4
LTT 1445 A b,MIRI / LRS,-,-,Eclipse,3,1,2708,12,1.18,2.73,5.35876,0.022,555.0,LTT 1445 A,2.0,3.0,6.86929,3340.0,0.27,0.26,-2.046,,3.4
LTT 9779 b,NIRISS / SOSS,-,GR700XD,Phase Curve,1,1,1201,12,4.72,29.32,0.792052,0.01679,1978.0,LTT 9779,1.0,1.0,80.4373,5443.0,0.95,0.77,-0.149,1.9,1.06
NGTS-10 b,NIRSpec / BOTS,CLEAR,PRISM,Phase Curve,1,1,2158,12,13.507,687.14846,0.7668944,0.0143,1332.0,NGTS-10,1.0,1.0,324.6986504,4600.0,0.7,0.7,-0.757,10.4,4.0
TOI-178 b,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,2319,12,1.152,1.5,1.914558,0.02607,1040.0,TOI-178,6.0,1.0,62.699,4316.0,0.65,0.65,-0.879,7.1,1.5
TOI-178 d,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,2319,12,2.572,3.01,6.5577,0.0592,690.0,TOI-178,6.0,1.0,62.699,4316.0,0.65,0.65,-0.879,7.1,1.5
TOI-178 g,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,2319,12,2.87,3.94,20.7095,0.1275,470.0,TOI-178,6.0,1.0,62.699,4316.0,0.65,0.65,-0.879,7.1,1.5
TOI-260 b,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,1.71,4.23,13.475853,0.0943,493.0,TOI-260,1.0,1.0,20.1852,4026.0,0.55,0.55,0.087,15.9,
TOI-421 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1935,12,2.64,6.7,5.197576,0.0554,922.0,TOI-421,2.0,2.0,74.7969,5291.0,0.87,0.83,-0.268,10.9,1.8
TOI-421 b,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,1935,12,2.64,6.7,5.197576,0.0554,922.0,TOI-421,2.0,2.0,74.7969,5291.0,0.87,0.83,-0.268,10.9,1.8
TOI-741.01,NIRCam / GTS,F444W,GRISM,Transit,3,1,1981,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOI-776 b,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,1.798,5.0,8.24662,0.0653,520.0,TOI-776,2.0,1.0,27.1701,3725.0,0.55,0.54,-1.31,6.1,2.2
TOI-776 c,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,2.047,6.9,15.665323,0.1001,420.0,TOI-776,2.0,1.0,27.1701,3725.0,0.55,0.54,-1.31,6.1,2.2
TOI-836 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2512,0,1.704,4.53,3.81673,0.0422,871.0,TOI-836,2.0,1.0,27.5024,4552.0,0.67,0.68,-0.853,5.4,1.86
TOI-836 c,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,2.587,9.6,8.59545,0.075,665.0,TOI-836,2.0,1.0,27.5024,4552.0,0.67,0.68,-0.853,5.4,1.86
TRAPPIST-1 b,MIRI / Imaging,F1500W,-,Eclipse,5,1,1177,12,1.116,1.374,1.510826,0.01154,397.6,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 b,MIRI / Imaging,F1280W,-,Eclipse,5,1,1279,12,1.116,1.374,1.510826,0.01154,397.6,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 b,NIRISS / SOSS,-,GR700XD,Transit,2,1,2589,0,1.116,1.374,1.510826,0.01154,397.6,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 c,MIRI / Imaging,F1500W,-,Eclipse,4,1,2304,12,1.097,1.308,2.421937,0.0158,339.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 c,NIRSpec / BOTS,CLEAR,PRISM,Transit,4,1,2420,0,1.097,1.308,2.421937,0.0158,339.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 c,NIRISS / SOSS,-,GR700XD,Transit,2,1,2589,0,1.097,1.308,2.421937,0.0158,339.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 d,NIRSpec / BOTS,CLEAR,PRISM,Transit,2,1,1201,12,0.788,0.388,4.049219,0.02227,286.2,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 e,NIRSpec / BOTS,CLEAR,PRISM,Transit,4,1,1331,12,0.92,0.692,6.101013,0.02925,249.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 f,NIRISS / SOSS,-,GR700XD,Transit,5,1,1201,12,1.045,1.039,9.20754,0.03849,217.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 g,NIRSpec / BOTS,CLEAR,PRISM,Transit,2,1,2589,0,1.129,1.321,12.352446,0.04683,197.3,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 h,NIRSpec / BOTS,CLEAR,PRISM,Transit,3,1,1981,0,0.755,0.326,18.772866,0.06189,171.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
V1298 Tau b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2149,12,10.27,203.41018,24.1396,0.1688,677.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.023,24.77
V1298 Tau c,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2149,12,5.59,76.27882,8.24958,0.0825,968.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.023,24.77
WASP-107 b,NIRCam / GTS,F444W,GRISM,Transit,1,1,1185,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,NIRCam / GTS,F322W2,GRISM,Transit,1,1,1185,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1201,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,NIRSpec / BOTS,F290LP,G395H,Eclipse,1,1,1201,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,1224,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,MIRI / LRS,-,-,Transit,1,1,1280,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-121 b,NIRISS / SOSS,-,GR700XD,Phase Curve,1,1,1201,12,19.649,367.72747,1.27492504,0.02596,2720.0,WASP-121,1.0,1.0,269.898,6776.0,1.46,1.36,0.644,1.5,13.5
WASP-121 b,NIRSpec / BOTS,F290LP,G395H,Phase Curve,1,1,1729,12,19.649,367.72747,1.27492504,0.02596,2720.0,WASP-121,1.0,1.0,269.898,6776.0,1.46,1.36,0.644,1.5,13.5
WASP-127 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1201,12,14.695,52.3466,4.17806203,0.0484,1400.0,WASP-127,1.0,2.0,159.507,5620.0,1.33,0.95,0.258,11.41,0.3
WASP-127 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2437,12,14.695,52.3466,4.17806203,0.0484,1400.0,WASP-127,1.0,2.0,159.507,5620.0,1.33,0.95,0.258,11.41,0.3
WASP-166 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,2062,12,7.062,32.10083,5.44354,0.0641,1270.0,WASP-166,1.0,1.0,114.173,6050.0,1.29,1.19,0.283,2.1,5.4
WASP-166 b,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,2062,12,7.062,32.10083,5.44354,0.0641,1270.0,WASP-166,1.0,1.0,114.173,6050.0,1.29,1.19,0.283,2.1,5.4
WASP-17 b,MIRI / LRS,-,-,Eclipse,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-17 b,MIRI / LRS,-,-,Transit,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-17 b,NIRISS / SOSS,-,GR700XD,Eclipse,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-17 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-17 b,NIRSpec / BOTS,F290LP,G395H,Eclipse,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-17 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-178 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2055,12,20.288,527.5978,3.3448285,0.0558,2470.0,WASP-178,1.0,1.0,427.678,9360.0,1.67,2.07,1.215,0.43,8.2
WASP-18 b,NIRISS / SOSS,-,GR700XD,Eclipse,1,1,1366,0,13.899,3241.84975,0.94145223,0.02024,2429.0,WASP-18,2.0,2.0,123.483,6432.0,1.32,1.29,0.428,1.57,11.0
WASP-19 b,NIRSpec / BOTS,CLEAR,PRISM,Eclipse,1,1,1274,12,15.861,366.77398,0.78883852,0.01652,2113.0,WASP-19,1.0,1.0,268.325,5616.0,1.01,0.97,-0.043,6.4,4.63
WASP-39 b,NIRCam / GTS,F322W2,GRISM,Transit,1,1,1366,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-39 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1366,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-39 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,1366,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-39 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,1,1366,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-39 b,MIRI / LRS,-,-,Transit,1,1,2783,0,14.93,88.989,4.0552842,0.0486,1166.0,WASP-39,1.0,1.0,213.982,5485.0,0.92,0.93,-0.199,9.0,1.0
WASP-43 b,NIRSpec / BOTS,F290LP,G395H,Phase Curve,1,1,1224,12,10.424,565.714,0.813475,0.0142,1426.7,WASP-43,1.0,1.0,86.7467,4400.0,0.6,0.58,-0.825,7.0,4.0
WASP-43 b,MIRI / LRS,-,-,Phase Curve,1,1,1366,0,10.424,565.714,0.813475,0.0142,1426.7,WASP-43,1.0,1.0,86.7467,4400.0,0.6,0.58,-0.825,7.0,4.0
WASP-52 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1201,12,14.24,146.2,1.7497798,0.0272,1315.0,WASP-52,1.0,1.0,174.818,5008.37,0.79,0.87,-0.378,0.4,3.6
