planet_name,jwst_instrument,jwst_filter,jwst_dispersion,num_obs,eap_months,pid,type,jwst_cycle,eq-temp_errneg,eq-temp_errpos,eq-temp_kelvin,eq-temp_ref,host_name,mass_errneg,mass_errpos,mass_mearth,mass_ref,period_day,period_errneg,period_errpos,period_ref,planet_id,radius_errneg,radius_errpos,radius_rearth,radius_ref,sma_au,sma_errneg,sma_errpos,sma_ref,star-age_errneg,star-age_errpos,star-age_ga,star-age_ref,star-log10-lbol_errneg,star-log10-lbol_errpos,star-log10-lbol_lsol,star-log10-lbol_ref,star-mass_errneg,star-mass_errpos,star-mass_msol,star-mass_ref,star-radius_errneg,star-radius_errpos,star-radius_ref,star-radius_rsol,star-rotvel_errneg,star-rotvel_errpos,star-rotvel_kms,star-rotvel_ref,star-teff_errneg,star-teff_errpos,star-teff_kelvin,star-teff_ref,system-distance_errneg,system-distance_errpos,system-distance_pc,system-distance_ref,system_p-num,system_s-num
HD 80606 b,MIRI / LRS,-,-,1,12,2008,Phase Curve,1,-7.0,7.0,405.0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,HD 80606,-235.1942,235.1942,1392.0954,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,111.4367,-0.0004,0.0004,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,b,-0.336,0.336,11.994,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.4565,-0.0053,0.0051,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,-2.0,1.6,5.9,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,-0.011,0.009,-0.002,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-0.27,0.27,1.15,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,-0.02,0.02,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.04,-0.5,0.5,1.8,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,-24.0,24.0,5561.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,-0.1604,0.1612,66.4711,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.0,2.0
HD 80606 b,NIRSpec / BOTS,F290LP,G395H,1,12,2488,Eclipse,1,-7.0,7.0,405.0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,HD 80606,-235.1942,235.1942,1392.0954,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,111.4367,-0.0004,0.0004,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,b,-0.336,0.336,11.994,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.4565,-0.0053,0.0051,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,-2.0,1.6,5.9,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,-0.011,0.009,-0.002,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-0.27,0.27,1.15,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,-0.02,0.02,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.04,-0.5,0.5,1.8,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,-24.0,24.0,5561.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,-0.1604,0.1612,66.4711,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.0,2.0
HIP 67522 b,NIRSpec / BOTS,F290LP,G395H,1,12,2498,Transit,1,-12.0,13.0,1175.0,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,HIP 67522,,,71.4,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6.9594731,-2.2e-6,2.2e-6,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,b,-0.224,0.235,9.987,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,0.0748,-0.0018,0.0016,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,-0.002,0.002,0.017,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,-0.023,0.022,0.243,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,-0.05,0.05,1.22,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,-0.06,0.06,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,1.38,-0.7,0.7,54.2,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,-75.0,75.0,5675.0,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,-1.087,1.105,127.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.0,1.0
K2-141 b,NIRSpec / BOTS,F290LP,G395H,1,12,2159,Phase Curve,1,-56.0,56.0,2103.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,K2-141,-0.34,0.35,4.97,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.2803244,-1.5e-6,1.5e-6,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,b,-0.05,0.05,1.51,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.00747,-0.0001,0.0001,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,-4.7,6.6,6.3,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,-0.04,0.04,-0.75,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,-0.03,0.03,0.71,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,-0.02,0.02,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.68,-1.7,1.7,3.0,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..95B/abstract target=ref>Barrag&aacuten et al. 2018</a>,-100.0,100.0,4570.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,-0.1654,0.1662,61.8736,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.0,1.0
K2-141 b,MIRI / LRS,-,-,1,12,2347,Phase Curve,1,-56.0,56.0,2103.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,K2-141,-0.34,0.35,4.97,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.2803244,-1.5e-6,1.5e-6,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,b,-0.05,0.05,1.51,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.00747,-0.0001,0.0001,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,-4.7,6.6,6.3,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,-0.04,0.04,-0.75,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,-0.03,0.03,0.71,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,-0.02,0.02,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.68,-1.7,1.7,3.0,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..95B/abstract target=ref>Barrag&aacuten et al. 2018</a>,-100.0,100.0,4570.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,-0.1654,0.1662,61.8736,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.0,1.0
K2-18 b,NIRSpec / BOTS,F290LP,G395H,4,12,2372,Transit,1,-15.0,15.0,284.0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,K2-18,-1.6,1.7,8.92,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,32.939623,-0.0001,0.000095,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,b,-0.22,0.22,2.37,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,0.1429,-0.0065,0.006,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,,,,"",-0.038,0.035,-1.597,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.0,0.0,0.5,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.01,0.01,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.44,,,,"",-39.0,39.0,3457.0,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.07955,0.07955,38.0266,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.0,1.0
K2-18 b,NIRSpec / BOTS,F170LP,G235H,2,12,2372,Transit,1,-15.0,15.0,284.0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,K2-18,-1.6,1.7,8.92,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,32.939623,-0.0001,0.000095,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,b,-0.22,0.22,2.37,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,0.1429,-0.0065,0.006,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,,,,"",-0.038,0.035,-1.597,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.0,0.0,0.5,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.01,0.01,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.44,,,,"",-39.0,39.0,3457.0,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.07955,0.07955,38.0266,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.0,1.0
K2-18 b,MIRI / LRS,-,-,1,12,2722,Transit,1,-15.0,15.0,284.0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,K2-18,-1.6,1.7,8.92,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,32.939623,-0.0001,0.000095,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,b,-0.22,0.22,2.37,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,0.1429,-0.0065,0.006,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,,,,"",-0.038,0.035,-1.597,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.0,0.0,0.5,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.01,0.01,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.44,,,,"",-39.0,39.0,3457.0,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.07955,0.07955,38.0266,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.0,1.0
K2-18 b,NIRISS / SOSS,-,GR700XD,1,12,2722,Transit,1,-15.0,15.0,284.0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,K2-18,-1.6,1.7,8.92,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,32.939623,-0.0001,0.000095,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,b,-0.22,0.22,2.37,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,0.1429,-0.0065,0.006,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,,,,"",-0.038,0.035,-1.597,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.0,0.0,0.5,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.01,0.01,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.44,,,,"",-39.0,39.0,3457.0,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.07955,0.07955,38.0266,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.0,1.0
K2-18 b,NIRSpec / BOTS,F290LP,G395H,1,12,2722,Transit,1,-15.0,15.0,284.0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,K2-18,-1.6,1.7,8.92,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,32.939623,-0.0001,0.000095,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,b,-0.22,0.22,2.37,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,0.1429,-0.0065,0.006,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,,,,"",-0.038,0.035,-1.597,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.0,0.0,0.5,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.01,0.01,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.44,,,,"",-39.0,39.0,3457.0,<a refstr=BENNEKE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...887L..14B/abstract target=ref>Benneke et al. 2019</a>,-0.07955,0.07955,38.0266,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.0,1.0
K2-22 b,MIRI / LRS,-,-,2,12,3315,Transit,2,,,2100.0,<a refstr=SANCHIS_OJEDA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...812..112S/abstract target=ref>Sanchis-Ojeda et al. 2015</a>,K2-22,,,444.962,<a refstr=SANCHIS_OJEDA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...812..112S/abstract target=ref>Sanchis-Ojeda et al. 2015</a>,0.381073,-0.000024,0.000024,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,b,-0.1,0.1,2.3,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.009,0.0,0.0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,,,"",-0.011,0.011,-1.074,<a refstr=GAIA_COLLABORATION_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract target=ref>Gaia DR2</a>,-0.06,0.06,0.6,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,-0.03,0.03,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.58,,,,"",-90.0,90.0,3879.0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,-2.7975,2.7975,243.836,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.0,2.0
K2-22 b,MIRI / LRS,-,-,1,12,3315,Phase Curve,2,,,2100.0,<a refstr=SANCHIS_OJEDA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...812..112S/abstract target=ref>Sanchis-Ojeda et al. 2015</a>,K2-22,,,444.962,<a refstr=SANCHIS_OJEDA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...812..112S/abstract target=ref>Sanchis-Ojeda et al. 2015</a>,0.381073,-0.000024,0.000024,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,b,-0.1,0.1,2.3,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.009,0.0,0.0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,,,"",-0.011,0.011,-1.074,<a refstr=GAIA_COLLABORATION_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract target=ref>Gaia DR2</a>,-0.06,0.06,0.6,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,-0.03,0.03,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.58,,,,"",-90.0,90.0,3879.0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,-2.7975,2.7975,243.836,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.0,2.0
